"variable","field","suffix","fieldid","instance","index","category"
"fraction_acceleration_600_milligravities_f90144_0_0","fraction_acceleration_600_milligravities","90144_0_0","90144","0","0","Actigraphy"
"fraction_acceleration_700_milligravities_f90145_0_0","fraction_acceleration_700_milligravities","90145_0_0","90145","0","0","Actigraphy"
"fraction_acceleration_800_milligravities_f90146_0_0","fraction_acceleration_800_milligravities","90146_0_0","90146","0","0","Actigraphy"
"fraction_acceleration_900_milligravities_f90147_0_0","fraction_acceleration_900_milligravities","90147_0_0","90147","0","0","Actigraphy"
"fraction_acceleration_1000_milligravities_f90148_0_0","fraction_acceleration_1000_milligravities","90148_0_0","90148","0","0","Actigraphy"
"fraction_acceleration_1100_milligravities_f90149_0_0","fraction_acceleration_1100_milligravities","90149_0_0","90149","0","0","Actigraphy"
"fraction_acceleration_1200_milligravities_f90150_0_0","fraction_acceleration_1200_milligravities","90150_0_0","90150","0","0","Actigraphy"
"fraction_acceleration_1300_milligravities_f90151_0_0","fraction_acceleration_1300_milligravities","90151_0_0","90151","0","0","Actigraphy"
"fraction_acceleration_1400_milligravities_f90152_0_0","fraction_acceleration_1400_milligravities","90152_0_0","90152","0","0","Actigraphy"
"fraction_acceleration_1500_milligravities_f90153_0_0","fraction_acceleration_1500_milligravities","90153_0_0","90153","0","0","Actigraphy"
"fraction_acceleration_1600_milligravities_f90154_0_0","fraction_acceleration_1600_milligravities","90154_0_0","90154","0","0","Actigraphy"
"fraction_acceleration_1700_milligravities_f90155_0_0","fraction_acceleration_1700_milligravities","90155_0_0","90155","0","0","Actigraphy"
"fraction_acceleration_1800_milligravities_f90156_0_0","fraction_acceleration_1800_milligravities","90156_0_0","90156","0","0","Actigraphy"
"fraction_acceleration_1900_milligravities_f90157_0_0","fraction_acceleration_1900_milligravities","90157_0_0","90157","0","0","Actigraphy"
"fraction_acceleration_2000_milligravities_f90158_0_0","fraction_acceleration_2000_milligravities","90158_0_0","90158","0","0","Actigraphy"
"error_tolerance_before_calibration_f90159_0_0","error_tolerance_before_calibration","90159_0_0","90159","0","0","Actigraphy"
"error_tolerance_after_calibration_f90160_0_0","error_tolerance_after_calibration","90160_0_0","90160","0","0","Actigraphy"
"calibration_coefficients_x_offset_f90161_0_0","calibration_coefficients_x_offset","90161_0_0","90161","0","0","Actigraphy"
"calibration_coefficients_y_offset_f90162_0_0","calibration_coefficients_y_offset","90162_0_0","90162","0","0","Actigraphy"
"calibration_coefficients_z_offset_f90163_0_0","calibration_coefficients_z_offset","90163_0_0","90163","0","0","Actigraphy"
"calibration_coefficients_x_slope_f90164_0_0","calibration_coefficients_x_slope","90164_0_0","90164","0","0","Actigraphy"
"calibration_coefficients_y_slope_f90165_0_0","calibration_coefficients_y_slope","90165_0_0","90165","0","0","Actigraphy"
"calibration_coefficients_z_slope_f90166_0_0","calibration_coefficients_z_slope","90166_0_0","90166","0","0","Actigraphy"
"calibration_coefficients_x_temp_f90167_0_0","calibration_coefficients_x_temp","90167_0_0","90167","0","0","Actigraphy"
"calibration_coefficients_y_temp_f90168_0_0","calibration_coefficients_y_temp","90168_0_0","90168","0","0","Actigraphy"
"calibration_coefficients_z_temp_f90169_0_0","calibration_coefficients_z_temp","90169_0_0","90169","0","0","Actigraphy"
"calibration_coefficients_mean_temperature_f90170_0_0","calibration_coefficients_mean_temperature","90170_0_0","90170","0","0","Actigraphy"
"calibration_number_of_static_points_f90171_0_0","calibration_number_of_static_points","90171_0_0","90171","0","0","Actigraphy"
"calibration_minimum_x_stationary_value_f90172_0_0","calibration_minimum_x_stationary_value","90172_0_0","90172","0","0","Actigraphy"
"calibration_maximum_x_stationary_value_f90173_0_0","calibration_maximum_x_stationary_value","90173_0_0","90173","0","0","Actigraphy"
"calibration_minimum_y_stationary_value_f90174_0_0","calibration_minimum_y_stationary_value","90174_0_0","90174","0","0","Actigraphy"
"calibration_maximum_y_stationary_value_f90175_0_0","calibration_maximum_y_stationary_value","90175_0_0","90175","0","0","Actigraphy"
"calibration_minimum_z_stationary_value_f90176_0_0","calibration_minimum_z_stationary_value","90176_0_0","90176","0","0","Actigraphy"
"calibration_maximum_z_stationary_value_f90177_0_0","calibration_maximum_z_stationary_value","90177_0_0","90177","0","0","Actigraphy"
"device_id_f90179_0_0","device_id","90179_0_0","90179","0","0","Actigraphy"
"interrupted_recording_periods_f90180_0_0","interrupted_recording_periods","90180_0_0","90180","0","0","Actigraphy"
"duration_of_interrupted_recording_periods_f90181_0_0","duration_of_interrupted_recording_periods","90181_0_0","90181","0","0","Actigraphy"
"data_recording_errors_f90182_0_0","data_recording_errors","90182_0_0","90182","0","0","Actigraphy"
"readings_exceeding_8_gravities_before_calibration_f90183_0_0","readings_exceeding_8_gravities_before_calibration","90183_0_0","90183","0","0","Actigraphy"
"maximum_readings_exceeding_8_gravities_before_calibration_in_a_5_second_epoch_f90184_0_0","maximum_readings_exceeding_8_gravities_before_calibration_in_a_5_second_epoch","90184_0_0","90184","0","0","Actigraphy"
"readings_exceeding_8_gravities_after_calibration_f90185_0_0","readings_exceeding_8_gravities_after_calibration","90185_0_0","90185","0","0","Actigraphy"
"maximum_readings_exceeding_8_gravities_after_calibration_in_a_5_second_epoch_f90186_0_0","maximum_readings_exceeding_8_gravities_after_calibration_in_a_5_second_epoch","90186_0_0","90186","0","0","Actigraphy"
"total_data_readings_f90187_0_0","total_data_readings","90187_0_0","90187","0","0","Actigraphy"
"sample_rate_average_f90188_0_0","sample_rate_average","90188_0_0","90188","0","0","Actigraphy"
"sample_rate_standard_deviation_f90189_0_0","sample_rate_standard_deviation","90189_0_0","90189","0","0","Actigraphy"
"sample_rate_minimum_f90190_0_0","sample_rate_minimum","90190_0_0","90190","0","0","Actigraphy"
"sample_rate_maximum_f90191_0_0","sample_rate_maximum","90191_0_0","90191","0","0","Actigraphy"
"temperature_average_f90192_0_0","temperature_average","90192_0_0","90192","0","0","Actigraphy"
"temperature_standard_deviation_f90193_0_0","temperature_standard_deviation","90193_0_0","90193","0","0","Actigraphy"
"temperature_minimum_f90194_0_0","temperature_minimum","90194_0_0","90194","0","0","Actigraphy"
"temperature_maximum_f90195_0_0","temperature_maximum","90195_0_0","90195","0","0","Actigraphy"
"alcohol_consumed_f100580_0_0","alcohol_consumed","100580_0_0","100580","0","0","Alcohol"
"alcohol_consumed_f100580_1_0","alcohol_consumed","100580_1_0","100580","1","0","Alcohol"
"alcohol_consumed_f100580_2_0","alcohol_consumed","100580_2_0","100580","2","0","Alcohol"
"alcohol_consumed_f100580_3_0","alcohol_consumed","100580_3_0","100580","3","0","Alcohol"
"alcohol_consumed_f100580_4_0","alcohol_consumed","100580_4_0","100580","4","0","Alcohol"
"red_wine_intake_f100590_0_0","red_wine_intake","100590_0_0","100590","0","0","Alcohol"
"red_wine_intake_f100590_1_0","red_wine_intake","100590_1_0","100590","1","0","Alcohol"
"red_wine_intake_f100590_2_0","red_wine_intake","100590_2_0","100590","2","0","Alcohol"
"red_wine_intake_f100590_3_0","red_wine_intake","100590_3_0","100590","3","0","Alcohol"
"red_wine_intake_f100590_4_0","red_wine_intake","100590_4_0","100590","4","0","Alcohol"
"rose_wine_intake_f100630_0_0","rose_wine_intake","100630_0_0","100630","0","0","Alcohol"
"rose_wine_intake_f100630_1_0","rose_wine_intake","100630_1_0","100630","1","0","Alcohol"
"rose_wine_intake_f100630_2_0","rose_wine_intake","100630_2_0","100630","2","0","Alcohol"
"rose_wine_intake_f100630_3_0","rose_wine_intake","100630_3_0","100630","3","0","Alcohol"
"rose_wine_intake_f100630_4_0","rose_wine_intake","100630_4_0","100630","4","0","Alcohol"
"white_wine_intake_f100670_0_0","white_wine_intake","100670_0_0","100670","0","0","Alcohol"
"white_wine_intake_f100670_1_0","white_wine_intake","100670_1_0","100670","1","0","Alcohol"
"white_wine_intake_f100670_2_0","white_wine_intake","100670_2_0","100670","2","0","Alcohol"
"white_wine_intake_f100670_3_0","white_wine_intake","100670_3_0","100670","3","0","Alcohol"
"white_wine_intake_f100670_4_0","white_wine_intake","100670_4_0","100670","4","0","Alcohol"
"beercider_intake_f100710_0_0","beercider_intake","100710_0_0","100710","0","0","Alcohol"
"beercider_intake_f100710_1_0","beercider_intake","100710_1_0","100710","1","0","Alcohol"
"beercider_intake_f100710_2_0","beercider_intake","100710_2_0","100710","2","0","Alcohol"
"beercider_intake_f100710_3_0","beercider_intake","100710_3_0","100710","3","0","Alcohol"
"beercider_intake_f100710_4_0","beercider_intake","100710_4_0","100710","4","0","Alcohol"
"fortified_wine_intake_f100720_0_0","fortified_wine_intake","100720_0_0","100720","0","0","Alcohol"
"fortified_wine_intake_f100720_1_0","fortified_wine_intake","100720_1_0","100720","1","0","Alcohol"
"fortified_wine_intake_f100720_2_0","fortified_wine_intake","100720_2_0","100720","2","0","Alcohol"
"fortified_wine_intake_f100720_3_0","fortified_wine_intake","100720_3_0","100720","3","0","Alcohol"
"fortified_wine_intake_f100720_4_0","fortified_wine_intake","100720_4_0","100720","4","0","Alcohol"
"spirits_intake_f100730_0_0","spirits_intake","100730_0_0","100730","0","0","Alcohol"
"spirits_intake_f100730_1_0","spirits_intake","100730_1_0","100730","1","0","Alcohol"
"spirits_intake_f100730_2_0","spirits_intake","100730_2_0","100730","2","0","Alcohol"
"spirits_intake_f100730_3_0","spirits_intake","100730_3_0","100730","3","0","Alcohol"
"spirits_intake_f100730_4_0","spirits_intake","100730_4_0","100730","4","0","Alcohol"
"other_alcohol_intake_f100740_0_0","other_alcohol_intake","100740_0_0","100740","0","0","Alcohol"
"other_alcohol_intake_f100740_1_0","other_alcohol_intake","100740_1_0","100740","1","0","Alcohol"
"other_alcohol_intake_f100740_2_0","other_alcohol_intake","100740_2_0","100740","2","0","Alcohol"
"other_alcohol_intake_f100740_3_0","other_alcohol_intake","100740_3_0","100740","3","0","Alcohol"
"other_alcohol_intake_f100740_4_0","other_alcohol_intake","100740_4_0","100740","4","0","Alcohol"
"time_spent_doing_vigorous_physical_activity_f104900_0_0","time_spent_doing_vigorous_physical_activity","104900_0_0","104900","0","0","Physical Activity"
"time_spent_doing_vigorous_physical_activity_f104900_1_0","time_spent_doing_vigorous_physical_activity","104900_1_0","104900","1","0","Physical Activity"
"time_spent_doing_vigorous_physical_activity_f104900_2_0","time_spent_doing_vigorous_physical_activity","104900_2_0","104900","2","0","Physical Activity"
"time_spent_doing_vigorous_physical_activity_f104900_3_0","time_spent_doing_vigorous_physical_activity","104900_3_0","104900","3","0","Physical Activity"
"time_spent_doing_vigorous_physical_activity_f104900_4_0","time_spent_doing_vigorous_physical_activity","104900_4_0","104900","4","0","Physical Activity"
"time_spent_doing_moderate_physical_activity_f104910_0_0","time_spent_doing_moderate_physical_activity","104910_0_0","104910","0","0","Physical Activity"
"time_spent_doing_moderate_physical_activity_f104910_1_0","time_spent_doing_moderate_physical_activity","104910_1_0","104910","1","0","Physical Activity"
"time_spent_doing_moderate_physical_activity_f104910_2_0","time_spent_doing_moderate_physical_activity","104910_2_0","104910","2","0","Physical Activity"
"time_spent_doing_moderate_physical_activity_f104910_3_0","time_spent_doing_moderate_physical_activity","104910_3_0","104910","3","0","Physical Activity"
"time_spent_doing_moderate_physical_activity_f104910_4_0","time_spent_doing_moderate_physical_activity","104910_4_0","104910","4","0","Physical Activity"
"time_spent_doing_light_physical_activity_f104920_0_0","time_spent_doing_light_physical_activity","104920_0_0","104920","0","0","Physical Activity"
"time_spent_doing_light_physical_activity_f104920_1_0","time_spent_doing_light_physical_activity","104920_1_0","104920","1","0","Physical Activity"
"time_spent_doing_light_physical_activity_f104920_2_0","time_spent_doing_light_physical_activity","104920_2_0","104920","2","0","Physical Activity"
"time_spent_doing_light_physical_activity_f104920_3_0","time_spent_doing_light_physical_activity","104920_3_0","104920","3","0","Physical Activity"
"time_spent_doing_light_physical_activity_f104920_4_0","time_spent_doing_light_physical_activity","104920_4_0","104920","4","0","Physical Activity"
"invitation_to_physical_activity_study_acceptance_f110005_0_0","invitation_to_physical_activity_study_acceptance","110005_0_0","110005","0","0","Physical Activity"
"invitation_to_physical_activity_study_date_sent_f110006_0_0","invitation_to_physical_activity_study_date_sent","110006_0_0","110006","0","0","Physical Activity"
